RFA(Sample Set ID)/Tag_id|Segment|Station ID|Station Description|Parameter Code|Parameter Description|Greater Than/Less Than|Value|End Date|End Time|End Depth|Start Date|Start Time|Start Depth|Composite Category|Composite Type|Submitting Entity|Collecting Entity|Monitoring Type|Comments
2657829|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||3.51|08/03/2004|17:24|1.7||||||PW|PW|TQ|
2657536|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.5|03/22/2004|14:10|1.3||||||PW|PW|TQ|
P008259|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.92|05/12/2004|16:00|0.3||||||PW|PW|TQ|
L096436|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||3.2|09/01/2009|11:55|0.3||||||LC|LC|RT|
L098767|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||7.5|05/03/2010|11:55|0.3||||||LC|LC|RT|
14478906|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.4|11/04/2015|12:05|0.8||||||WC|FO|RT|
14478907|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4|11/04/2015|12:05|1.3||||||WC|FO|RT|
14504945|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||11.1|04/06/2016|11:33|1.5||||||WC|FO|RT|
14507324|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||13.6|02/10/2016|12:14|1||||||WC|FO|RT|
2568305|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.5|06/16/2004|11:18|1.52439||||||WC|FO|RT|
13770495|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.8|06/11/2013|10:45|0.9||||||WC|FO|RT|
13513177|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||11.3|09/27/2012|11:34|0.3||||||WC|FO|RT|
L070611|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.49|11/05/2002|12:49|1.4||||||LC|LC|RT|
L071109|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.38|01/02/2003|11:20|0.3||||||LC|LC|RT|
L072424|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.92|05/07/2003|11:44|0.3||||||LC|LC|RT|
13693422|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.8|04/03/2013|11:05|0.9||||||WC|FO|RT|
10015006|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.8|03/27/2007|12:02|0.3||||||WC|FO|RT|
10111647|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5|07/02/2008|11:18|0.3||||||WC|FO|RT|Entero sample - 120 cfu. 
L093361|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.8|01/06/2009|12:35|0.3||||||LC|LC|RT|
L095577|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.4|07/15/2009|12:40|0.3||||||LC|LC|RT|
11889018|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.3|09/09/2009|10:27|0.75||||||WC|FO|RT|
14478903|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.8|11/04/2015|11:03|0.3||||||WC|FO|RT|
2568308|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.4|06/16/2004|10:50|1.82927||||||WC|FO|RT|
R223916|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||8.4|03/15/2005|11:25|0.304878||||||WC|FO|RT|WD NORTH @ 10-12 MPH. 100% CLOUD COVER. BROWN WATER; TURBID, SOME FOAM ON SURFACE. FLOW FROM USGS GAGE LOCATION 08162600. DUE TO TRAILER PROBLEMS NO BACTERIOLOGICAL DATA DUE TO HOLD TIMES BEING EXCEEDED.
R225455|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.2|06/22/2005|10:08|0.304878||||||WC|FO|RT|CLEAR SKIES, SLIGHT FOAM ON WATER, MODERATE DEBRIS. WATER GRAYISH GREEN. W INDS SE AT 3-5 MPH.
R227151|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.9|09/28/2005|11:22|0.304878||||||WC|FO|RT|SE WIND 5-10, 20% CLOUD COVER, HOT AND HUMID. WATER GRAY WITH LOTS OF TRASH ANDDEBRIS.
13195580|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||11.6|01/04/2012|10:09|0.3||||||WC|FO|RT|
13329584|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.2|07/05/2012|10:33|0.15||||||WC|FO|RT|
10111645|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.8|07/02/2008|10:42|0.3||||||WC|FO|RT|
11889015|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.1|09/09/2009|09:56|0.3||||||WC|FO|RT|
2657537|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||7.57|03/22/2004|13:20|1.3||||||PW|PW|TQ|
2657993|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||2.96|11/03/2003|12:27|1.7||||||PW|PW|TQ|
P008321|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||6.65|11/08/2004|16:20|0.3||||||PW|PW|TQ|Days since last sign. rainfall: 7; Flow severity: low.
2657862|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||2.44|08/04/2003|14:13|3.5||||||PW|PW|TQ|
P008272|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.28|07/06/2004|17:50|0.3||||||PW|PW|TQ|Flow severity - low; days since last significant rainfall - blank
P008304|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||7.18|09/22/2004|17:25|0.3||||||PW|PW|TQ|1 day since last significant rainfall.  Flow severity - normal
2657921|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||7.5|09/22/2003|13:15|2.1||||||PW|PW|TQ|
2657934|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||6.66|09/22/2003|13:15|4.2||||||PW|PW|TQ|
P008320|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||6.27|11/08/2004|15:50|0.3||||||PW|PW|TQ|Days since last sign. rainfall: 7; Flow severity: no flow.
2658071|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||6.16|11/08/2004|15:50|3||||||PW|PW|TQ|
L103325|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||5.8|07/12/2011|12:10|0.3||||||LC|LC|RT|
L106610|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||3|07/23/2012|11:50|0.3||||||LC|LC|RT|
L105604|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||5.9|03/06/2012|10:40|0.3||||||LC|LC|RT|
L101629|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||5.1|01/04/2011|12:15|0.3||||||LC|LC|RT|
14478905|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.7|11/04/2015|12:05|0.3||||||WC|FO|RT|
R192136|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.82|10/18/2000|13:30|0.3||||||WC|FO|RT|SUNNY, WARM, CALM, NO TRAFFIC, H2O CLEAR GREEN.  PIG CARCASS NEAR THE DOCK IN THE WATER.
2798586|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||1.4|09/28/2005|11:54|1.52439||||||WC|FO|RT|
R233275|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.4|04/26/2006|11:36|0.304878||||||WC|FO|RT|NORTH WINDS APPX. 10 TO 15 MPH; PARTLY CLOUDY SKIES W/FRONT PASSING; WATER IS GREEN AND THERE ARE GEESE NEAR THE PIER.
R209221|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.04|03/25/2003|10:52|0.3||||||WC|FO|RT|M. CLOUDY, SW 15-20, WARM.  H20 LIGHT, MUDDY BROWN AND TURBID.  MODERATE BRIDGETRAFFIC.
13612699|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.3|01/07/2013|11:05|0.3||||||WC|FO|RT|
13770494|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.8|06/11/2013|10:45|0.3||||||WC|FO|RT|
L061824|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.96|11/06/2000|11:54|1||||||LC|LC|RT|
L071236|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.01|01/02/2003|11:21|1.1||||||LC|LC|RT|
L080888|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.43|07/05/2005|13:45|0.3||||||LC|LC|RT|
L081482|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||1.34|09/01/2005|11:40|0.33||||||LC|LC|RT|
13693423|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.6|04/03/2013|11:05|1.5||||||WC|FO|RT|
L082721|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.67|01/10/2006|12:15|0.9||||||LC|LC|RT|
10139016|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.3|12/16/2008|10:49|0.3||||||WC|FO|RT|
11889017|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.4|09/09/2009|10:27|0.3||||||WC|FO|RT|
14407845|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.8|10/02/2014|10:45|1.4||||||WC|FO|RT|
R192141|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||5.74|06/14/2000|10:15|0.3||||||WC|FO|RT|PARTLY CLOUDY, BREEZY, SW WIND 10-15 MPH, H2O MUDDY BROWN.
R191243|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.96|10/17/2000|12:15|0.3||||||WC|FO|RT|CLOUDY AND COOL.  H20 CLEAR GREEN AND CALM.  NO TRAFFIC.
R233831|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.4|06/14/2006|11:00|0.304878||||||WC|FO|RT|S WIND 1-5MPH. HOT, MOSTLY CLOUDY, LIGHT BRIDGE TRAFFIC. WATER BROWN AND TURBID. LOTS OF TRASH AND DEBRIS.
12484687|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||5.1|09/23/2010|09:47|0.3||||||WC|FO|RT|
14413909|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||8.9|12/04/2014|10:39|0.2||||||WC|FO|RT|
14551899|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||8.3|12/14/2016|10:35|0.04||||||WC|FO|RT|
14578847|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.9|03/21/2017|11:13|0.3||||||WC|FO|RT|
2657830|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||4.14|08/03/2004|17:51|1.7||||||PW|PW|TQ|
2657998|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||2.17|11/03/2003|12:27|3.5||||||PW|PW|TQ|
P008260|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||5.4|05/12/2004|16:25|0.3||||||PW|PW|TQ|
2657970|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||0.25|09/22/2004|17:57|3.5||||||PW|PW|TQ|
2657541|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||4.37|03/22/2004|14:10|2.7||||||PW|PW|TQ|
2657594|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||4|04/07/2003|14:42|2.8||||||PW|PW|TQ|
2657666|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.18|05/07/2003|10:12|2.7||||||PW|PW|TQ|
2657957|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.82|09/22/2004|17:25|1.5||||||PW|PW|TQ|
2657695|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.65|05/12/2004|16:00|2.6||||||PW|PW|TQ|Not possible to take bottom reading due to flow.  Water column mixed due to flood condition.
14520508|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.5|06/16/2016|11:13|1||||||WC|FO|RT|
2045043|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.8|09/18/2001|08:30|1.22||||||WC|FO|RT|
R200081|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.19|01/10/2002|09:17|0.3||||||WC|FO|RT|M. CLOUDY,  CALM, LOW TIDE.  H20 VERY TURBID AND BROWN.
R201391|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.29|03/26/2002|09:25|0.3||||||WC|FO|RT|CLOUDY, COLD, WINDY, WATER BROWN.
R202533|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.8|06/12/2002|10:55|0.3||||||WC|FO|RT|P. SUNNY, WIND S 8-10, WARM. WATER TEA STAINED. HIGH TIDE. SCATTERED SHOWERS INAREA
R214568|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.8|12/11/2003|11:05|0.304878||||||WC|FO|RT|COOL, SUNNY. WATER BROWNISH GREEN. LIGHT BRIDGE TRAFFIC. SOME CONSTRUCTION ATDOCK.
14363157|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.6|03/05/2014|11:04|0.3||||||WC|FO|RT|
13329582|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.6|07/05/2012|11:02|1.8||||||WC|FO|RT|
13770496|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.8|06/11/2013|10:45|1.5||||||WC|FO|RT|
14118238|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.6|10/02/2013|11:40|0.3||||||WC|FO|RT|
14118239|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.6|10/02/2013|11:40|0.8||||||WC|FO|RT|
14118240|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.2|10/02/2013|11:40|1.3||||||WC|FO|RT|
14391930|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.4|06/17/2014|11:18|1||||||WC|FO|RT|
L062858|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.22|03/01/2001|09:43|0.3||||||LC|LC|RT|
L077904|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.42|09/14/2004|13:50|1.7||||||LC|LC|RT|
L058897|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.41|03/16/2000|12:00|1||||||LC|XX|RT|
L074930|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.13|11/03/2003|12:08|0.33||||||LC|LC|RT|
L082720|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.72|01/10/2006|12:15|0.3||||||LC|LC|RT|
L086923|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.8|05/08/2007|12:20|0.3||||||LC|LC|RT|
10111649|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3|07/02/2008|11:18|1.8||||||WC|FO|RT|Entero sample - 120 cfu. 
12069486|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.1|03/10/2010|11:00|0.3||||||WC|FO|RT|
14551902|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||7.9|12/14/2016|11:06|0.3||||||WC|FO|RT|
14578836|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||5.9|03/21/2017|11:47|0.3||||||WC|FO|RT|
14539388|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.1|09/28/2016|10:58|0.3||||||WC|FO|RT|
R194025|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||10.35|12/20/2000|08:50|0.3||||||WC|FO|RT|H20 GREEN, COLD, SE 8-12, SUNNY.
14342008|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||11.9|12/12/2013|10:49|0.15||||||WC|FO|RT|
13513175|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||7.3|09/27/2012|11:00|0.3||||||WC|FO|RT|
10054867|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||8.6|10/01/2007|11:10|0.3||||||WC|FO|RT|
14407841|1502|12517|TRES PALACIOS CREEK AT FM 456|00300|OXYGEN, DISSOLVED (MG/L)||6.5|10/02/2014|10:15|0.1||||||WC|FO|RT|
2657785|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||4.81|07/06/2004|18:19|1.5||||||PW|PW|TQ|
2657724|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||4.72|06/23/2003|13:45|1.8||||||PW|PW|TQ|
P008189|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||6.18|08/04/2003|13:37|0.3||||||PW|PW|TQ|
2657863|1501|15321|TRES PALACIOS TIDAL UPST FM521|00300|OXYGEN, DISSOLVED (MG/L)||3.58|08/04/2003|13:37|3.3||||||PW|PW|TQ|
2657660|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||5.21|05/07/2003|10:12|1.3||||||PW|PW|TQ|
2658056|1501|17887|TRES PALACIOS TIDAL 1.4 KM UPSTREAM CONFLUENCE WILSON'S CREEK|00300|OXYGEN, DISSOLVED (MG/L)||6.29|11/08/2004|15:50|1.5||||||PW|PW|TQ|
L100860|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||5.2|11/17/2010|08:40|0.3||||||LC|LC|RT|
L104414|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||7.8|11/01/2011|12:00|0.3||||||LC|LC|RT|
L102147|1501|20636|TRES PALACIOS RIVER 260 METERS SOUTH AND 90 METERS EAST FROM THE INTERSECTION OF LIVE OAK BOULEVARD AND RIVERSIDE DRIVE|00300|OXYGEN, DISSOLVED (MG/L)||10.9|03/07/2011|11:55|0.3||||||LC|LC|RT|
14520507|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.2|06/16/2016|11:13|0.3||||||WC|FO|RT|
R198132|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||2.33|09/18/2001|08:30|0.3||||||WC|FO|RT|SUNNY, CALM, HIGH TIDE, H2O CLEAR COFFEE/TEA COLOR (DARK).  DEAD ALLIGATOR JUSTUPSTREAM OF SAMPLE SITE IN THE WATER.
R218186|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.4|06/16/2004|11:18|0.304878||||||WC|FO|RT|RAINING, WATER BROWN, BIRDS, SOME DEBRIS IN WATER
R225460|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.6|06/22/2005|10:53|0.304878||||||WC|FO|RT|WINDS SE AT 3 - 5 MPH. MOSTLY CLEAR SKIES, WATER TURBID BROWN, MUDDY W/LIGHT BRIDGE TRAFFIC. SWALLOWS PRESENT.
R227153|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.6|09/28/2005|11:54|0.304878||||||WC|FO|RT|SE WIND 5-10, 20% CLOUD COVER, HOT AND HUMID. H2O TEA STAINED AND TURBID. TIDE IN.
R229517|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||12|01/04/2006|11:50|0.304878||||||WC|FO|RT|WD NORTHWEST @ 5-10 MPH. HEAVY CLOUDS. WATER COLOR GRAY-GREEN. LIGHT BRIDGE TRAFFIC. WARM, LOW TIDE.
R211261|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||8.4|06/24/2003|11:40|0.3||||||WC|FO|RT|LAB DUP ENTERO WAS 30.  WATER GREEN.  PARTLY CLOUDY, HOT AND HUMID.
R212883|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.3|09/23/2003|10:59|0.3||||||WC|FO|RT|M. SUNNY, LIGHT BREEZE, WARM. H20 BROWN AND VERY TURBID. LIGHT BRIDGE TRAFFIC.
13195585|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.6|01/04/2012|10:44|0.3||||||WC|FO|RT|
13329580|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||3.7|07/05/2012|11:02|0.3||||||WC|FO|RT|
L062359|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||10.6|01/04/2001|11:21|0.2||||||LC|LC|RT|
L059859|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.48|07/11/2000|11:52|1.8||||||LC|XX|RT|
L070610|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||7.89|11/05/2002|12:47|0.3||||||LC|LC|RT|
L068914|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.93|05/09/2002|12:32|1||||||LC|LC|RT|
L072425|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||4.91|05/07/2003|11:45|1.3||||||LC|LC|RT|
L075058|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.18|03/09/2004|12:00|0.33||||||LC|LC|RT|
L077903|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.29|09/14/2004|13:50|0.33||||||LC|LC|RT|
L078483|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||6.81|11/10/2004|12:15|0.33||||||LC|LC|RT|
L083338|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||9.37|03/06/2006|12:45|0.33||||||LC|LC|RT|
L073021|1501|12515|TRES PALACIOS CREEK AT FM 521|00300|OXYGEN, DISSOLVED (MG/L)||7.57|07/02/2003|11:55|0.3||||||LC|LC|RT|
